Gene-ID	Family
LOC-Os07g42400	FAR1
LOC-Os07g43030	CAMTA
LOC-Os07g43530	bHLH
LOC-Os07g43530	bHLH
LOC-Os07g44200	GeBP
LOC-Os07g44690	HSF
LOC-Os07g44950	bZIP
LOC-Os07g45450	FAR1
LOC-Os07g48180	bZIP
LOC-Os07g48260	WRKY
LOC-Os07g48450	NAC
LOC-Os07g48550	NAC
LOC-Os07g48570	Dof
LOC-Os07g48630	EIL
LOC-Os07g48630	EIL
LOC-Os07g48660	bZIP
LOC-Os07g48820	bZIP
LOC-Os07g48820	bZIP
LOC-Os08g01330	NAC
LOC-Os08g01700	bHLH
LOC-Os08g02160	NAC
LOC-Os08g02300	NAC
LOC-Os08g04390	bHLH
LOC-Os08g06140	NAC
LOC-Os08g06140	NAC
LOC-Os08g06140	NAC
LOC-Os08g06659	LBD
LOC-Os08g07740	NF-YB
LOC-Os08g07970	bZIP
LOC-Os08g07970	bZIP
LOC-Os08g07970	bZIP
LOC-Os08g08160	bHLH
LOC-Os08g09690	NF-YA
LOC-Os08g09690	NF-YA
LOC-Os08g09800	WRKY
LOC-Os08g09810	WRKY
LOC-Os08g09840	WRKY
LOC-Os08g09900	WRKY
LOC-Os08g10080	NAC
LOC-Os08g10560	NF-YC
LOC-Os08g13840	WRKY
LOC-Os08g13840	WRKY
LOC-Os08g14880	FAR1
LOC-Os08g14880	FAR1
LOC-Os08g14880	FAR1
LOC-Os08g14880	FAR1
LOC-Os08g15510	FAR1
LOC-Os08g16370	FAR1
LOC-Os08g17100	Trihelix
LOC-Os08g17400	WRKY
LOC-Os08g20486	FAR1
LOC-Os08g23880	NAC
LOC-Os08g25260	FAR1
LOC-Os08g26880	bZIP
LOC-Os08g27740	FAR1
LOC-Os08g28214	CPP
LOC-Os08g28214	CPP
LOC-Os08g28214	CPP
LOC-Os08g28214	CPP
LOC-Os08g28214	CPP
LOC-Os08g28214	CPP
LOC-Os08g29500	NF-YB
LOC-Os08g29500	NF-YB
LOC-Os08g29660	WRKY
LOC-Os08g31080	LBD
LOC-Os08g32440	FAR1
LOC-Os08g33270	FAR1
LOC-Os08g33530	TCP
LOC-Os08g33590	bHLH
LOC-Os08g33670	NAC
LOC-Os08g33910	NAC
LOC-Os08g34010	ZF-HD
LOC-Os08g36450	GeBP
LOC-Os08g36700	HSF
LOC-Os08g36740	bHLH
LOC-Os08g36790	bZIP
LOC-Os08g37290	bHLH
LOC-Os08g37400	ZF-HD
LOC-Os08g37730	bHLH
LOC-Os08g37810	Trihelix
LOC-Os08g38020	bZIP
LOC-Os08g38080	bHLH
LOC-Os08g38210	bHLH
LOC-Os08g38210	bHLH
LOC-Os08g38210	bHLH
LOC-Os08g38210	bHLH
LOC-Os08g38220	Dof
LOC-Os08g38780	NF-YC
LOC-Os08g38990	WRKY
LOC-Os08g38990	WRKY
LOC-Os08g38990	WRKY
LOC-Os08g38990	WRKY
LOC-Os08g39630	bHLH
LOC-Os08g39830	EIL
LOC-Os08g39830	EIL
LOC-Os08g39890	SBP
LOC-Os08g40030	NAC
LOC-Os08g40260	SBP
LOC-Os08g41320	bHLH
LOC-Os08g41940	SBP
LOC-Os08g42400	NAC
LOC-Os08g42400	NAC
LOC-Os08g42400	NAC
LOC-Os08g42470	bHLH
LOC-Os08g43070	bHLH
LOC-Os08g43090	bZIP
LOC-Os08g43160	TCP
LOC-Os08g43334	HSF
LOC-Os08g43334	HSF
LOC-Os08g43410	SRS
LOC-Os08g43600	bZIP
LOC-Os08g44820	NAC
LOC-Os08g44820	NAC
LOC-Os08g44820	NAC
LOC-Os08g44940	LBD
LOC-Os09g01140	GeBP
LOC-Os09g01470	GeBP
LOC-Os09g01780	FAR1
LOC-Os09g08460	FAR1
LOC-Os09g09630	WRKY
LOC-Os09g10840	bZIP
LOC-Os09g10840	bZIP
LOC-Os09g11390	FAR1
LOC-Os09g11870	FAR1
LOC-Os09g12380	NAC
LOC-Os09g13570	bZIP
LOC-Os09g13575	bZIP
LOC-Os09g14040	FAR1
LOC-Os09g16510	WRKY
LOC-Os09g19950	LBD
LOC-Os09g23230	FAR1
LOC-Os09g24480	TCP
LOC-Os09g24490	bHLH
LOC-Os09g24560	NAC
LOC-Os09g24810	ZF-HD
LOC-Os09g24820	ZF-HD
LOC-Os09g25040	bHLH
LOC-Os09g25060	WRKY
LOC-Os09g25070	WRKY
LOC-Os09g25070	WRKY
LOC-Os09g25510	FAR1
LOC-Os09g27190	Nin-like
LOC-Os09g27850	GeBP
LOC-Os09g28200	HSF
LOC-Os09g28210	bHLH
LOC-Os09g28310	bZIP
LOC-Os09g28354	HSF
LOC-Os09g28900	bHLH
LOC-Os09g29130	ZF-HD
LOC-Os09g29360	bHLH
LOC-Os09g29820	bZIP
LOC-Os09g29830	bHLH
LOC-Os09g29830	bHLH
LOC-Os09g29830	bHLH
LOC-Os09g29930	bHLH
LOC-Os09g29930	bHLH
LOC-Os09g29930	bHLH
LOC-Os09g29960	Dof
LOC-Os09g30310	NF-YC
LOC-Os09g30400	WRKY
LOC-Os09g30400	WRKY
LOC-Os09g30400	WRKY
LOC-Os09g31300	bHLH
LOC-Os09g31300	bHLH
LOC-Os09g31390	bZIP
LOC-Os09g31390	bZIP
LOC-Os09g31390	bZIP
LOC-Os09g31400	EIL
LOC-Os09g31438	SBP
LOC-Os09g32040	NAC
LOC-Os09g32260	NAC
LOC-Os09g32260	NAC
LOC-Os09g32510	bHLH
LOC-Os09g32510	bHLH
LOC-Os09g32510	bHLH
LOC-Os09g32510	bHLH
LOC-Os09g32510	bHLH
LOC-Os09g32944	SBP
LOC-Os09g33490	NAC
LOC-Os09g33580	bHLH
LOC-Os09g33580	bHLH
LOC-Os09g34060	bZIP
LOC-Os09g34330	bHLH
LOC-Os09g34950	TCP
LOC-Os09g35790	HSF
LOC-Os09g35790	HSF
LOC-Os09g35790	HSF
LOC-Os09g36160	SRS
LOC-Os09g36910	bZIP
LOC-Os09g37710	Nin-like
LOC-Os09g37710	Nin-like
LOC-Os09g38000	NAC
LOC-Os09g38010	NAC
LOC-Os09g38010	NAC
LOC-Os09g38570	Trihelix
LOC-Os09g39490	NF-YB
LOC-Os10g01530	bHLH
LOC-Os10g02509	BBR-BPC
LOC-Os10g02584	BBR-BPC
LOC-Os10g02584	BBR-BPC
LOC-Os10g02584	BBR-BPC
LOC-Os10g02620	BBR-BPC
LOC-Os10g06860	FAR1
LOC-Os10g07510	LBD
LOC-Os10g09820	NAC
LOC-Os10g11580	NF-YC
LOC-Os10g14040	FAR1
LOC-Os10g18099	WRKY
LOC-Os10g19270	FAR1
LOC-Os10g21560	NAC
LOC-Os10g21560	NAC
LOC-Os10g22430	GRAS
LOC-Os10g22950	CAMTA
LOC-Os10g23050	bHLH
LOC-Os10g25620	NAC
LOC-Os10g25640	NAC
LOC-Os10g25850	NF-YA
LOC-Os10g26240	NAC
LOC-Os10g26410	bHLH
LOC-Os10g26460	bHLH
LOC-Os10g26620	Dof
LOC-Os10g27360	NAC
LOC-Os10g27380	NAC
LOC-Os10g27390	NAC
LOC-Os10g28340	HSF
LOC-Os10g28340	HSF
LOC-Os10g32070	GATA
LOC-Os10g33760	NAC
LOC-Os10g34884	FAR1
LOC-Os10g35300	Dof
LOC-Os10g35300	Dof
LOC-Os10g36420	YABBY
LOC-Os10g37240	Trihelix
LOC-Os10g37240	Trihelix
LOC-Os10g37240	Trihelix
LOC-Os10g38820	bZIP
LOC-Os10g38834	NAC
LOC-Os10g39750	bHLH
LOC-Os10g40390	GRAS
LOC-Os10g40740	bHLH
LOC-Os10g40810	GATA
LOC-Os10g41460	Trihelix
LOC-Os10g41770	STAT
LOC-Os10g42130	NAC
LOC-Os10g42160	FAR1
LOC-Os10g42430	bHLH
LOC-Os10g42850	WRKY
LOC-Os11g01550	LBD
LOC-Os11g02470	WRKY
LOC-Os11g02480	WRKY
LOC-Os11g02480	WRKY
LOC-Os11g02520	WRKY
LOC-Os11g02530	WRKY
LOC-Os11g02540	WRKY
LOC-Os11g02964	FAR1
LOC-Os11g03110	GRAS
LOC-Os11g03300	NAC
LOC-Os11g03310	NAC
LOC-Os11g03370	NAC
LOC-Os11g03420	ZF-HD
LOC-Os11g04360	NAC
LOC-Os11g04400	GRAS
LOC-Os11g04470	NAC
LOC-Os11g04570	GRAS
LOC-Os11g04590	GRAS
LOC-Os11g04960	NAC
LOC-Os11g05340	FAR1
LOC-Os11g05480	bZIP
LOC-Os11g05614	NAC
LOC-Os11g05640	bZIP
LOC-Os11g06010	bHLH
LOC-Os11g06170	bZIP
LOC-Os11g06170	bZIP
LOC-Os11g06180	GRAS
LOC-Os11g06410	Trihelix
LOC-Os11g06410	Trihelix
LOC-Os11g06410	Trihelix
LOC-Os11g07460	TCP
LOC-Os11g07700	NAC
LOC-Os11g08210	NAC
LOC-Os11g08410	GATA
LOC-Os11g11100	bZIP
LOC-Os11g11220	FAR1
LOC-Os11g11600	GRAS
LOC-Os11g12490	FAR1
LOC-Os11g13930	ZF-HD
LOC-Os11g14020	FAR1
LOC-Os11g15210	bHLH
LOC-Os11g15755	FAR1
LOC-Os11g16290	Nin-like
LOC-Os11g16290	Nin-like
LOC-Os11g17430	FAR1
LOC-Os11g19030	FAR1
LOC-Os11g25560	bHLH
LOC-Os11g29870	WRKY
LOC-Os11g30370	SBP
LOC-Os11g31100	GRAS
LOC-Os11g31330	NAC
LOC-Os11g31340	NAC
LOC-Os11g31360	NAC
LOC-Os11g31370	NAC
LOC-Os11g31380	NAC
LOC-Os11g32100	bHLH
LOC-Os11g34200	NF-YC
LOC-Os11g38870	bHLH
LOC-Os11g38870	bHLH
LOC-Os11g39000	bHLH
LOC-Os11g39000	bHLH
LOC-Os11g41640	bHLH
LOC-Os11g45530	FAR1
LOC-Os11g45850	WRKY
LOC-Os11g45920	WRKY
LOC-Os11g45950	NAC
LOC-Os11g47870	GRAS
LOC-Os11g47890	GRAS
LOC-Os11g47900	GRAS
LOC-Os11g47910	GRAS
LOC-Os11g47920	GRAS
LOC-Os12g01180	WRKY
LOC-Os12g01550	LBD
LOC-Os12g02090	TCP
LOC-Os12g02400	WRKY
LOC-Os12g02420	WRKY
LOC-Os12g02420	WRKY
LOC-Os12g02440	WRKY
LOC-Os12g02440	WRKY
LOC-Os12g02440	WRKY
LOC-Os12g02440	WRKY
LOC-Os12g02450	WRKY
LOC-Os12g02470	WRKY
LOC-Os12g02870	GRAS
LOC-Os12g03040	NAC
LOC-Os12g03050	NAC
LOC-Os12g03110	ZF-HD
LOC-Os12g03660	FAR1
LOC-Os12g04200	GRAS
LOC-Os12g04230	NAC
LOC-Os12g04370	GRAS
LOC-Os12g04380	GRAS
LOC-Os12g05680	bZIP
LOC-Os12g05940	FAR1
LOC-Os12g05990	NAC
LOC-Os12g06010	bZIP
LOC-Os12g06200	E2F/DP
LOC-Os12g06200	E2F/DP
LOC-Os12g06380	FAR1
LOC-Os12g06520	bZIP
LOC-Os12g06540	GRAS
LOC-Os12g06640	Trihelix
LOC-Os12g06640	Trihelix
LOC-Os12g07120	GATA
LOC-Os12g07480	TCP
LOC-Os12g07790	NAC
LOC-Os12g09250	bZIP
LOC-Os12g10630	ZF-HD
LOC-Os12g12380	FAR1
LOC-Os12g12380	FAR1
LOC-Os12g12380	FAR1
LOC-Os12g12970	Nin-like
LOC-Os12g13170	bZIP
LOC-Os12g13170	bZIP
LOC-Os12g18910	FAR1
LOC-Os12g22630	NAC
LOC-Os12g22940	NAC
LOC-Os12g23090	NAC
LOC-Os12g24400	FAR1
LOC-Os12g29330	NAC
LOC-Os12g31430	bHLH
LOC-Os12g32140	FAR1
LOC-Os12g32250	WRKY
LOC-Os12g32400	bHLH
LOC-Os12g37410	bZIP
LOC-Os12g37415	bZIP
LOC-Os12g38200	Dof
LOC-Os12g38490	GRAS
LOC-Os12g39850	bHLH
LOC-Os12g39990	Dof
LOC-Os12g40570	WRKY
LOC-Os12g40570	WRKY
LOC-Os12g40590	bHLH
LOC-Os12g40630	bHLH
LOC-Os12g40710	bHLH
LOC-Os12g40730	bHLH
LOC-Os12g40920	bZIP
LOC-Os12g40920	bZIP
LOC-Os12g40920	bZIP
LOC-Os12g41210	CPP
LOC-Os12g41230	CPP
LOC-Os12g41230	CPP
LOC-Os12g41230	CPP
LOC-Os12g41650	bHLH
LOC-Os12g41650	bHLH
LOC-Os12g41650	bHLH
LOC-Os12g41650	bHLH
LOC-Os12g41680	NAC
LOC-Os12g41880	NF-YA
LOC-Os12g41880	NF-YA
LOC-Os12g42190	TCP
LOC-Os12g42400	NF-YA
LOC-Os12g42400	NF-YA
LOC-Os12g42400	NF-YA
LOC-Os12g42400	NF-YA
LOC-Os12g42610	YABBY
LOC-Os12g42970	GATA
LOC-Os12g43530	NAC
LOC-Os12g43620	bHLH
LOC-Os12g43790	bZIP
LOC-Os01g13520	ARF
LOC-Os01g13520	ARF
LOC-Os01g48060	ARF
LOC-Os01g48060	ARF
LOC-Os01g48060	ARF
LOC-Os01g54990	ARF
LOC-Os01g70270	ARF
LOC-Os01g70270	ARF
LOC-Os01g70270	ARF
LOC-Os01g70270	ARF
LOC-Os02g04810	ARF
LOC-Os02g06910	ARF
LOC-Os02g35140	ARF
LOC-Os02g41800	ARF
LOC-Os02g41800	ARF
LOC-Os04g36054	ARF
LOC-Os04g43910	ARF
LOC-Os04g56850	ARF
LOC-Os04g56850	ARF
LOC-Os04g57610	ARF
LOC-Os04g57610	ARF
LOC-Os04g59430	ARF
LOC-Os05g43920	ARF
LOC-Os05g48870	ARF
LOC-Os06g09660	ARF
LOC-Os06g46410	ARF
LOC-Os06g46410	ARF
LOC-Os06g47150	ARF
LOC-Os06g47150	ARF
LOC-Os06g47150	ARF
LOC-Os06g47150	ARF
LOC-Os06g48950	ARF
LOC-Os07g08520	ARF
LOC-Os07g08540	ARF
LOC-Os07g08600	ARF
LOC-Os08g40900	ARF
LOC-Os08g40900	ARF
LOC-Os10g33940	ARF
LOC-Os11g32110	ARF
LOC-Os11g32110	ARF
LOC-Os11g32110	ARF
LOC-Os11g32110	ARF
LOC-Os12g29520	ARF
LOC-Os12g29520	ARF
LOC-Os12g29520	ARF
LOC-Os12g29520	ARF
LOC-Os12g29520	ARF
LOC-Os12g41950	ARF
LOC-Os01g13300	B3
LOC-Os01g51610	B3
LOC-Os01g52514	B3
LOC-Os01g52540	B3
LOC-Os01g67830	B3
LOC-Os01g68370	B3
LOC-Os01g68370	B3
LOC-Os01g68370	B3
LOC-Os01g68370	B3
LOC-Os02g10420	B3
LOC-Os02g25820	B3
LOC-Os02g25830	B3
LOC-Os02g38470	B3
LOC-Os02g45850	B3
LOC-Os03g02900	B3
LOC-Os03g06850	B3
LOC-Os03g06850	B3
LOC-Os03g06850	B3
LOC-Os03g06850	B3
LOC-Os03g06850	B3
LOC-Os03g08620	B3
LOC-Os03g11370	B3
LOC-Os03g42230	B3
LOC-Os03g42240	B3
LOC-Os03g42280	B3
LOC-Os03g42280	B3
LOC-Os03g42290	B3
LOC-Os03g42370	B3
LOC-Os03g42410	B3
LOC-Os03g42420	B3
LOC-Os03g42430	B3
LOC-Os04g27960	B3
LOC-Os04g27990	B3
LOC-Os04g28000	B3
LOC-Os04g31730	B3
LOC-Os04g49230	B3
LOC-Os04g58000	B3
LOC-Os04g58010	B3
LOC-Os05g40280	B3
LOC-Os06g01860	B3
LOC-Os06g02230	B3
LOC-Os06g09420	B3
LOC-Os06g42630	B3
LOC-Os07g08530	B3
LOC-Os07g12820	B3
LOC-Os07g17230	B3
LOC-Os07g37610	B3
LOC-Os07g48200	B3
LOC-Os07g48200	B3
LOC-Os08g01090	B3
LOC-Os08g01090	B3
LOC-Os08g06120	B3
LOC-Os08g23470	B3
LOC-Os08g23570	B3
LOC-Os10g07060	B3
LOC-Os10g17630	B3
LOC-Os10g39190	B3
LOC-Os11g05740	B3
LOC-Os11g09160	B3
LOC-Os11g09160	B3
LOC-Os12g06080	B3
LOC-Os12g40070	B3
LOC-Os12g40080	B3
LOC-Os12g40090	B3
LOC-Os12g40120	B3
LOC-Os01g67410	AP2
LOC-Os02g40070	AP2
LOC-Os03g56050	AP2
LOC-Os03g60430	AP2
LOC-Os03g60430	AP2
LOC-Os04g42570	AP2
LOC-Os04g55560	AP2
LOC-Os04g55560	AP2
LOC-Os04g55970	AP2
LOC-Os05g03040	AP2
LOC-Os05g03040	AP2
LOC-Os05g03040	AP2
LOC-Os05g45954	AP2
LOC-Os06g05340	AP2
LOC-Os06g43220	AP2
LOC-Os07g13170	AP2
LOC-Os07g13170	AP2
LOC-Os11g03540	AP2
LOC-Os11g19060	AP2
LOC-Os12g03290	AP2
LOC-Os03g19900	AP2
LOC-Os04g55970	AP2
LOC-Os01g04020	ERF
LOC-Os01g04020	ERF
LOC-Os01g07120	ERF
LOC-Os01g07120	ERF
LOC-Os01g10370	ERF
LOC-Os01g12440	ERF
LOC-Os01g21120	ERF
LOC-Os01g46870	ERF
LOC-Os01g54890	ERF
LOC-Os01g58420	ERF
LOC-Os01g59780	ERF
LOC-Os01g64790	ERF
LOC-Os01g66270	ERF
LOC-Os01g73770	ERF
LOC-Os02g06330	ERF
LOC-Os02g09650	ERF
LOC-Os02g10760	ERF
LOC-Os02g13710	ERF
LOC-Os02g29550	ERF
LOC-Os02g29550	ERF
LOC-Os02g29550	ERF
LOC-Os02g32040	ERF
LOC-Os02g32140	ERF
LOC-Os02g34260	ERF
LOC-Os02g34270	ERF
LOC-Os02g35240	ERF
LOC-Os02g38090	ERF
LOC-Os02g42585	ERF
LOC-Os02g43790	ERF
LOC-Os02g43820	ERF
LOC-Os02g43940	ERF
LOC-Os02g43970	ERF
LOC-Os02g45420	ERF
LOC-Os02g45450	ERF
LOC-Os02g51670	ERF
LOC-Os02g52670	ERF
LOC-Os02g54050	ERF
LOC-Os02g54160	ERF
LOC-Os02g54160	ERF
LOC-Os02g55380	ERF
LOC-Os03g05590	ERF
LOC-Os03g07830	ERF
LOC-Os03g07940	ERF
LOC-Os03g08460	ERF
LOC-Os03g08470	ERF
LOC-Os03g08470	ERF
LOC-Os03g08470	ERF
LOC-Os03g08490	ERF
LOC-Os03g08500	ERF
LOC-Os03g08500	ERF
LOC-Os03g09170	ERF
LOC-Os03g15660	ERF
LOC-Os03g22170	ERF
LOC-Os03g60120	ERF
LOC-Os03g64260	ERF
LOC-Os04g18650	ERF
LOC-Os04g32620	ERF
LOC-Os04g32790	ERF
LOC-Os04g34970	ERF
LOC-Os04g44670	ERF
LOC-Os04g46220	ERF
LOC-Os04g46240	ERF
LOC-Os04g46250	ERF
LOC-Os04g46400	ERF
LOC-Os04g46410	ERF
LOC-Os04g46440	ERF
LOC-Os04g48350	ERF
LOC-Os04g52090	ERF
LOC-Os04g55520	ERF
LOC-Os04g56150	ERF
LOC-Os04g57340	ERF
LOC-Os05g25260	ERF
LOC-Os05g27930	ERF
LOC-Os05g27930	ERF
LOC-Os05g27930	ERF
LOC-Os05g27930	ERF
LOC-Os05g28350	ERF
LOC-Os05g29810	ERF
LOC-Os05g34730	ERF
LOC-Os05g36100	ERF
LOC-Os05g37640	ERF
LOC-Os05g39590	ERF
LOC-Os05g39590	ERF
LOC-Os05g39590	ERF
LOC-Os05g41760	ERF
LOC-Os05g41780	ERF
LOC-Os05g49010	ERF
LOC-Os05g49700	ERF
LOC-Os06g03670	ERF
LOC-Os06g06540	ERF
LOC-Os06g06970	ERF
LOC-Os06g07030	ERF
LOC-Os06g08340	ERF
LOC-Os06g09390	ERF
LOC-Os06g09390	ERF
LOC-Os06g09717	ERF
LOC-Os06g09760	ERF
LOC-Os06g09790	ERF
LOC-Os06g09810	ERF
LOC-Os06g10780	ERF
LOC-Os06g11860	ERF
LOC-Os06g11940	ERF
LOC-Os06g36000	ERF
LOC-Os06g40150	ERF
LOC-Os06g42990	ERF
LOC-Os06g44750	ERF
LOC-Os06g47590	ERF
LOC-Os07g03250	ERF
LOC-Os07g10410	ERF
LOC-Os07g12510	ERF
LOC-Os07g22730	ERF
LOC-Os07g22770	ERF
LOC-Os07g38750	ERF
LOC-Os07g42510	ERF
LOC-Os07g47330	ERF
LOC-Os07g47790	ERF
LOC-Os07g47790	ERF
LOC-Os08g07700	ERF
LOC-Os08g27220	ERF
LOC-Os08g31580	ERF
LOC-Os08g34360	ERF
LOC-Os08g35240	ERF
LOC-Os08g36920	ERF
LOC-Os08g41030	ERF
LOC-Os08g42550	ERF
LOC-Os08g43200	ERF
LOC-Os08g43210	ERF
LOC-Os08g44960	ERF
LOC-Os08g45110	ERF
LOC-Os09g11460	ERF
LOC-Os09g11460	ERF
LOC-Os09g11480	ERF
LOC-Os09g11480	ERF
LOC-Os09g13940	ERF
LOC-Os09g13940	ERF
LOC-Os09g13940	ERF
LOC-Os09g13940	ERF
LOC-Os09g20350	ERF
LOC-Os09g26420	ERF
LOC-Os09g26420	ERF
LOC-Os09g26420	ERF
LOC-Os09g26420	ERF
LOC-Os09g28440	ERF
LOC-Os09g35010	ERF
LOC-Os09g35020	ERF
LOC-Os09g35030	ERF
LOC-Os09g39810	ERF
LOC-Os09g39850	ERF
LOC-Os10g22600	ERF
LOC-Os10g25170	ERF
LOC-Os10g26590	ERF
LOC-Os10g30840	ERF
LOC-Os10g38000	ERF
LOC-Os10g41130	ERF
LOC-Os10g41330	ERF
LOC-Os10g41330	ERF
LOC-Os11g06770	ERF
LOC-Os11g06770	ERF
LOC-Os11g13840	ERF
LOC-Os12g39330	ERF
LOC-Os12g40960	ERF
LOC-Os12g41030	ERF
LOC-Os12g41060	ERF
LOC-Os01g10580	DBB
LOC-Os02g39360	DBB
LOC-Os02g43170	DBB
LOC-Os02g43170	DBB
LOC-Os04g41560	DBB
LOC-Os04g41560	DBB
LOC-Os04g45690	DBB
LOC-Os05g11510	DBB
LOC-Os06g05890	DBB
LOC-Os06g49880	DBB
LOC-Os06g49880	DBB
LOC-Os09g35880	DBB
LOC-Os12g10660	DBB
LOC-Os02g08150	CO-like
LOC-Os02g39710	CO-like
LOC-Os02g49230	CO-like
LOC-Os02g49230	CO-like
LOC-Os02g49230	CO-like
LOC-Os02g49230	CO-like
LOC-Os02g49230	CO-like
LOC-Os02g49230	CO-like
LOC-Os02g49880	CO-like
LOC-Os03g50310	CO-like
LOC-Os04g42020	CO-like
LOC-Os06g15330	CO-like
LOC-Os06g16370	CO-like
LOC-Os06g19444	CO-like
LOC-Os06g19444	CO-like
LOC-Os06g44450	CO-like
LOC-Os07g47140	CO-like
LOC-Os08g15050	CO-like
LOC-Os08g42440	CO-like
LOC-Os09g06464	CO-like
LOC-Os09g33550	CO-like
LOC-Os01g67770	ARR-B
LOC-Os02g08500	ARR-B
LOC-Os02g55320	ARR-B
LOC-Os03g12350	ARR-B
LOC-Os03g12350	ARR-B
LOC-Os03g12350	ARR-B
LOC-Os04g28130	ARR-B
LOC-Os04g28160	ARR-B
LOC-Os05g32890	ARR-B
LOC-Os06g08440	ARR-B
LOC-Os06g43910	ARR-B
LOC-Os01g08160	G2-like
LOC-Os01g13740	G2-like
LOC-Os01g13740	G2-like
LOC-Os01g20700	G2-like
LOC-Os01g62660	G2-like
LOC-Os01g74020	G2-like
LOC-Os02g04640	G2-like
LOC-Os02g07170	G2-like
LOC-Os02g07770	G2-like
LOC-Os02g14490	G2-like
LOC-Os02g22020	G2-like
LOC-Os02g45080	G2-like
LOC-Os02g46940	G2-like
LOC-Os02g47190	G2-like
LOC-Os03g03760	G2-like
LOC-Os03g20900	G2-like
LOC-Os03g21240	G2-like
LOC-Os03g45194	G2-like
LOC-Os03g55590	G2-like
LOC-Os03g55590	G2-like
LOC-Os03g55590	G2-like
LOC-Os03g55760	G2-like
LOC-Os04g47890	G2-like
LOC-Os04g56990	G2-like
LOC-Os04g56990	G2-like
LOC-Os04g56990	G2-like
LOC-Os05g32880	G2-like
LOC-Os05g34110	G2-like
LOC-Os05g40960	G2-like
LOC-Os05g41240	G2-like
LOC-Os05g41240	G2-like
LOC-Os05g41240	G2-like
LOC-Os06g24070	G2-like
LOC-Os06g35140	G2-like
LOC-Os06g40710	G2-like
LOC-Os06g45410	G2-like
LOC-Os06g45890	G2-like
LOC-Os06g49040	G2-like
LOC-Os07g02800	G2-like
LOC-Os07g02800	G2-like
LOC-Os07g02800	G2-like
LOC-Os07g25710	G2-like
LOC-Os07g25710	G2-like
LOC-Os07g25710	G2-like
LOC-Os07g25710	G2-like
LOC-Os07g48596	G2-like
LOC-Os08g06370	G2-like
LOC-Os08g25799	G2-like
LOC-Os08g25820	G2-like
LOC-Os08g25820	G2-like
LOC-Os08g33050	G2-like
LOC-Os08g33750	G2-like
LOC-Os08g33750	G2-like
LOC-Os09g12750	G2-like
LOC-Os09g12770	G2-like
LOC-Os09g12770	G2-like
LOC-Os09g23200	G2-like
LOC-Os10g32600	G2-like
LOC-Os10g39550	G2-like
LOC-Os11g01480	G2-like
LOC-Os12g01490	G2-like
LOC-Os12g39640	G2-like
LOC-Os01g10504	MIKC_MADS
LOC-Os01g10504	MIKC_MADS
LOC-Os01g10504	MIKC_MADS
LOC-Os01g52680	MIKC_MADS
LOC-Os01g66030	MIKC_MADS
LOC-Os01g66030	MIKC_MADS
LOC-Os01g66290	MIKC_MADS
LOC-Os01g66290	MIKC_MADS
LOC-Os02g01355	MIKC_MADS
LOC-Os02g01365	MIKC_MADS
LOC-Os02g07430	MIKC_MADS
LOC-Os02g36924	MIKC_MADS
LOC-Os02g45770	MIKC_MADS
LOC-Os02g49840	MIKC_MADS
LOC-Os02g49840	MIKC_MADS
LOC-Os02g49840	MIKC_MADS
LOC-Os02g52340	MIKC_MADS
LOC-Os03g08754	MIKC_MADS
LOC-Os03g08754	MIKC_MADS
LOC-Os03g11614	MIKC_MADS
LOC-Os03g54160	MIKC_MADS
LOC-Os03g54160	MIKC_MADS
LOC-Os03g54170	MIKC_MADS
LOC-Os04g23910	MIKC_MADS
LOC-Os04g49150	MIKC_MADS
LOC-Os04g52410	MIKC_MADS
LOC-Os04g52410	MIKC_MADS
LOC-Os05g11380	MIKC_MADS
LOC-Os05g11414	MIKC_MADS
LOC-Os05g34940	MIKC_MADS
LOC-Os05g34940	MIKC_MADS
LOC-Os05g34940	MIKC_MADS
LOC-Os06g01890	MIKC_MADS
LOC-Os06g06750	MIKC_MADS
LOC-Os06g11330	MIKC_MADS
LOC-Os06g45650	MIKC_MADS
LOC-Os06g49840	MIKC_MADS
LOC-Os06g49840	MIKC_MADS
LOC-Os07g01820	MIKC_MADS
LOC-Os07g01820	MIKC_MADS
LOC-Os07g01820	MIKC_MADS
LOC-Os07g01820	MIKC_MADS
LOC-Os07g01820	MIKC_MADS
LOC-Os07g41370	MIKC_MADS
LOC-Os08g02070	MIKC_MADS
LOC-Os08g33488	MIKC_MADS
LOC-Os08g41950	MIKC_MADS
LOC-Os08g41950	MIKC_MADS
LOC-Os08g41960	MIKC_MADS
LOC-Os09g32948	MIKC_MADS
LOC-Os10g39130	MIKC_MADS
LOC-Os10g39130	MIKC_MADS
LOC-Os12g10520	MIKC_MADS
LOC-Os12g10520	MIKC_MADS
LOC-Os12g10540	MIKC_MADS
LOC-Os12g10540	MIKC_MADS
LOC-Os12g10540	MIKC_MADS
LOC-Os12g10540	MIKC_MADS
LOC-Os12g10540	MIKC_MADS
LOC-Os12g31748	MIKC_MADS
LOC-Os12g31748	MIKC_MADS
LOC-Os01g11510	M-type_MADS
LOC-Os01g18420	M-type_MADS
LOC-Os01g18440	M-type_MADS
LOC-Os01g23750	M-type_MADS
LOC-Os01g23760	M-type_MADS
LOC-Os01g23770	M-type_MADS
LOC-Os01g23780	M-type_MADS
LOC-Os01g67890	M-type_MADS
LOC-Os01g68560	M-type_MADS
LOC-Os01g69850	M-type_MADS
